0.000000000000000000e+00,1.352199999999999624e+00,1.622854687499999837e+00,1.478471875000000546e+00,1.373485416666666570e+00,1.397881249999999742e+00,1.440215104166666205e+00,1.536251562500000167e+00,3.008281770833334257e+00,1.601204687500000334e+00,1.354146875000000083e+00,2.111214583333334893e+00,2.854873958333334460e+00,1.787669791666666397e+00,1.329757864583333671e+01,3.132828645833333425e+00,1.736398281250000863e+01,6.443817187499997878e+00,4.806050520833333728e+00,3.981532291666666001e+00,3.391147395833333800e+00,3.797112499999999446e+00,4.635459895833333732e+00,3.894206770833334552e+00,3.982906249999998316e+00,3.654119270833334099e+00,2.455245312500000221e+00,2.412607291666667209e+00,1.938039583333333038e+00,1.667264583333333716e+00,1.853001562500000032e+00,1.901824479166666082e+00
1.352199999999999624e+00,0.000000000000000000e+00,1.732335416666666461e+00,1.468070312499999641e+00,1.470530729166666273e+00,1.452808333333333923e+00,1.412362499999999299e+00,1.376629687499999477e+00,3.083848958333333279e+00,1.587793229166667430e+00,1.509829166666666334e+00,2.099844791666667376e+00,2.899190104166668114e+00,1.848550000000000582e+00,1.327459635416667005e+01,3.072654687499999593e+00,1.732864895833334273e+01,6.468388020833335972e+00,4.811385937499997212e+00,4.026847916666668858e+00,3.304289062500001428e+00,3.725902083333332282e+00,4.547351041666664706e+00,3.946580208333331452e+00,4.022093750000001577e+00,3.705249479166668358e+00,2.368425520833333131e+00,2.525438541666667369e+00,2.065160937500000404e+00,1.715531770833333969e+00,1.770740624999999735e+00,1.956642187499999297e+00
1.622854687499999837e+00,1.732335416666666461e+00,0.000000000000000000e+00,1.705264062499999511e+00,1.752865625000000538e+00,1.623957291666666247e+00,1.625007291666666021e+00,1.681340625000000033e+00,2.833526041666667439e+00,1.789484375000000238e+00,1.725411979166666665e+00,2.149247395833332686e+00,2.687498958333334187e+00,1.860599479166664683e+00,1.282469843749999505e+01,2.737432812500000257e+00,1.690495104166667062e+01,6.169908854166665790e+00,4.601570312500003368e+00,3.828335937499999453e+00,3.270735937500000468e+00,3.553697916666668455e+00,4.448965104166665796e+00,3.710933854166667434e+00,3.765235937500000407e+00,3.469370833333331738e+00,2.269482812500000168e+00,2.430142187500000883e+00,2.053927604166667642e+00,1.792547395833333779e+00,2.000197916666666575e+00,1.898613020833332943e+00
1.478471875000000546e+00,1.468070312499999641e+00,1.705264062499999511e+00,0.000000000000000000e+00,1.415472916666666858e+00,1.490897916666666934e+00,1.385828645833333095e+00,1.485093749999999435e+00,2.955625520833331965e+00,1.704711458333332263e+00,1.603001041666665571e+00,2.082849999999999646e+00,2.883623958333332737e+00,1.880725520833333109e+00,1.327477343750000571e+01,3.103324999999999445e+00,1.733227604166667035e+01,6.445629166666665633e+00,4.829556249999998663e+00,4.003325520833331375e+00,3.320899479166666168e+00,3.708091666666664565e+00,4.579631770833335835e+00,3.915135416666666313e+00,4.006921874999998856e+00,3.578688541666664058e+00,2.337440104166667254e+00,2.460556770833332685e+00,2.076994791666666895e+00,1.718841666666666823e+00,1.838234895833333882e+00,1.903269791666666988e+00
1.373485416666666570e+00,1.470530729166666273e+00,1.752865625000000538e+00,1.415472916666666858e+00,0.000000000000000000e+00,1.395481250000000006e+00,1.353986458333332532e+00,1.544979687500001253e+00,3.027005208333333197e+00,1.641000000000000014e+00,1.456364062500000722e+00,2.242818750000000083e+00,2.875626041666666133e+00,1.819367187500000371e+00,1.325114062500000145e+01,3.142270833333333790e+00,1.735023020833332907e+01,6.441386458333336229e+00,4.784601562499998906e+00,4.029831249999999088e+00,3.325333333333333030e+00,3.721061979166665257e+00,4.563812500000000050e+00,3.892088541666665513e+00,3.902558854166668478e+00,3.685607291666666896e+00,2.315834895833334794e+00,2.531952083333334436e+00,1.935496875000000117e+00,1.756014062499999584e+00,1.814085416666667117e+00,1.862465625000001124e+00
1.397881249999999742e+00,1.452808333333333923e+00,1.623957291666666247e+00,1.490897916666666934e+00,1.395481250000000006e+00,0.000000000000000000e+00,1.406058854166666761e+00,1.500509375000000478e+00,3.023229166666668188e+00,1.544814583333333546e+00,1.516167187499999347e+00,2.106010416666667773e+00,2.898816666666667707e+00,1.751474999999999671e+00,1.328674687499999685e+01,3.148220312499998563e+00,1.736428750000000321e+01,6.524866666666666148e+00,4.912463541666665989e+00,4.050358333333333505e+00,3.424451041666665585e+00,3.812228124999998080e+00,4.592266666666666275e+00,3.929230208333334140e+00,4.024347395833332897e+00,3.683142708333331683e+00,2.329701041666666583e+00,2.513465624999999815e+00,2.034671874999999908e+00,1.603629166666666439e+00,1.694711979166666493e+00,1.760902604166665997e+00
1.440215104166666205e+00,1.412362499999999299e+00,1.625007291666666021e+00,1.385828645833333095e+00,1.353986458333332532e+00,1.406058854166666761e+00,0.000000000000000000e+00,1.452770312499999550e+00,3.025118229166665618e+00,1.553317187500000029e+00,1.394189583333332871e+00,2.163834895833332883e+00,2.878532812500000482e+00,1.786203124999999670e+00,1.331259947916666775e+01,3.130186979166666994e+00,1.736108437500000079e+01,6.429141666666661870e+00,4.788736979166666075e+00,4.045977083333334612e+00,3.433309374999999442e+00,3.679399479166664655e+00,4.565510416666663573e+00,3.867229687499997848e+00,3.952654166666667468e+00,3.662135937500001326e+00,2.293034895833332865e+00,2.423087499999999395e+00,1.994356249999999608e+00,1.770097916666667048e+00,1.666350520833333348e+00,1.788599479166667283e+00
1.536251562500000167e+00,1.376629687499999477e+00,1.681340625000000033e+00,1.485093749999999435e+00,1.544979687500001253e+00,1.500509375000000478e+00,1.452770312499999550e+00,0.000000000000000000e+00,2.889082812500000319e+00,1.624386979166666745e+00,1.462099999999999955e+00,2.087928124999999469e+00,2.734117708333332342e+00,1.884941666666666960e+00,1.311712291666666985e+01,3.031301041666667473e+00,1.719616406249999585e+01,6.325234895833334647e+00,4.764739583333334139e+00,3.903248437499999390e+00,3.310903645833332742e+00,3.646159895833334108e+00,4.521770312499997502e+00,3.889342187500000048e+00,4.013588020833330106e+00,3.563596354166667535e+00,2.325283333333332703e+00,2.501617708333333745e+00,1.970482291666666885e+00,1.705871354166666354e+00,1.787212499999999649e+00,1.953023437499999293e+00
3.008281770833334257e+00,3.083848958333333279e+00,2.833526041666667439e+00,2.955625520833331965e+00,3.027005208333333197e+00,3.023229166666668188e+00,3.025118229166665618e+00,2.889082812500000319e+00,0.000000000000000000e+00,2.902606770833333183e+00,2.980890104166667776e+00,2.849265625000001911e+00,2.514560937499999760e+00,2.790044791666665525e+00,1.112728802083333690e+01,2.644398437500000476e+00,1.523846614583333370e+01,5.273342708333336404e+00,4.094763541666667450e+00,3.280033854166666707e+00,3.202953645833332530e+00,3.411914583333332640e+00,4.108998437500003043e+00,3.429456770833334112e+00,3.255737500000000839e+00,2.993513020833332927e+00,2.592484374999999286e+00,2.798545833333332400e+00,2.687061979166667669e+00,2.836010416666668199e+00,2.827820833333333894e+00,2.788586458333333962e+00
1.601204687500000334e+00,1.587793229166667430e+00,1.789484375000000238e+00,1.704711458333332263e+00,1.641000000000000014e+00,1.544814583333333546e+00,1.553317187500000029e+00,1.624386979166666745e+00,2.902606770833333183e+00,0.000000000000000000e+00,1.605796354166666662e+00,2.176594791666667472e+00,2.688694791666667694e+00,1.920538541666665378e+00,1.299195572916665320e+01,3.049198958333334097e+00,1.704191927083332558e+01,6.266466145833332391e+00,4.685155208333333654e+00,3.789280208333335231e+00,3.303560416666667443e+00,3.702847395833332111e+00,4.494781250000000838e+00,3.777963020833332131e+00,3.808106770833332710e+00,3.451392708333333559e+00,2.402117708333332491e+00,2.494077604166666795e+00,1.963382812500000130e+00,1.598979166666667062e+00,1.757559895833332719e+00,1.871885937500000097e+00
